Problem,Specialist
"আমার গত কয়েক দিন যাবৎ সমস্ত পাটির দাঁতে টনটনে ব্যথা, যা কানের দিকে ছড়াচ্ছে। এমনকি নরম খাবার খেতেও কষ্ট হচ্ছে।",Dentist
আমার হৃদরোগের কারণে আমি আমার সন্তানদের সাথে খেলতে পারি না।,Cardiologist
আমার প্রায় কয়েক মাস যাবত কান ভেজা ভেজা লাগছে সাথে সাথে কানে টনটনে ব্যথা করছে।,ENT
আমি অনেকক্ষণ দাঁড়িয়ে রান্না করতে পারি না।,Orthopedic
আমার মাথার ত্বকে তৈলাক্ততার কারণে চুল পড়া বেড়েছে।,Skin
চোখ ঘুরিয়ে তাকালে কষ্ট হয়।,Ophthalmologist
আমার চোখে আলোর ঝলকানি দেখি।,Ophthalmologist
আমার গায়ে দাগ পড়ছে এবং চুলকাচ্ছে।,Medicine
আমি মনে হয় পাগল হয়ে যাব এত কষ্ট আর সহ্য করতে পারছিনা।,Psychiatrist
আমার পায়ের হাড় সোজা রাখতে ব্রেস লাগাতে হবে।,Surgery
আমার আম্মুর খাওয়ার ক্রেভিং অনেক বেশি হচ্ছে দিন দিন। আর ঘন ঘন প্রস্রাব হয়।,Medicine
প্রেগন্যান্সির সময় হঠাৎ ত্বকে ফুসকুড়ি হয়।,Gynecologist
"আমার সাম্প্রতিক কয়েক সপ্তাহ ধরে পুরানো ফিলিং এর নিচে এ গর্ত, যেখানে খাবার আটকে যায়। এবং এর সাথে মাড়ি থেকে পুঁজ।",Dentist
"আমি ভীষণ depressed, বারবার এক জিনিস মাথায় ঘুরে।সিদ্ধান্ত নেওয়ার পর ও আবার ওই বিষয় টা নিয়ে আবার আফসোস হয়।",Psychiatrist
"আমার গত এক সপ্তাহ যাবৎ দাঁত ভেঙে যাওয়া, কারণ হঠাৎ করে চিবোতে গেলে ডায়াবেটিসের সমস্যা আছে।",Dentist
আমার ছেলের হাঁটুতে ব্যথার জন্য সে পা সোজা করতে পারে না।,Orthopedic
আমার আম্মুর পায়ে অনেক ব্যথা করে বেশি দূর হাঁটতে পারে না,Medicine
- ফোন টিপা আসক্তি থেকে বের হবো কিভাবে? ৩০ মিনিটের বেশি ফোন না টিপে থাকতে পারিনা😩,Psychiatrist
আমার নখগুলো হলদে হয়ে ভেঙে যাচ্ছে।,Skin
আমার হাতের কাটা জায়গায় পুঁজ জমেছে।,Surgery
চোখের মধ্যে জ্বালাপোড়া বেড়ে গেছে।,Ophthalmologist
আমার কনুইতে ভর দিয়ে উঠতে গেলে ব্যথা লাগে।,Orthopedic
আমার কয়েক মাস থেকে কানে কম শুনতে পাচ্ছি । খাবার খেতে কষ্ট হচ্ছে।,ENT
আমার বোন অনেক রোগা হয়ে যাচ্ছে,Medicine
আমার প্রায় কয়েক দিন যাবত হঠাৎ করেই নাক দিয়ে রক্ত বের হয়েছে আরও কোনো গন্ধ পাচ্ছি না। মাথাব্যথা করছে।,ENT
আমার কয়েক দিন থেকে গলার ভিতরে কিছু আটকে আছে বলে মনে হয় এর সাথে গলা শুকিয়ে কাঠ হয়ে গেছে।,ENT
আমার মেয়ের মুখে ছোট ছোট গরমের দানার মতো বের হয়েছে।,Skin
আমার পেসমেকার লাগানো আছে।,Cardiologist
"আমার সাম্প্রতিক কয়েক সপ্তাহ ধরে চোয়ালে ব্যথা, কারণ সকালে ঘুম থেকে উঠলে বেশি অতিরিক্ত শক্ত ব্রাশ ব্যবহার করি। যা দৈনন্দিন কাজে ব্যাঘাত ঘটাচ্ছে।",Dentist
এডমিশন পিরিয়ডটায় লাগাতার ফেইলুর আসতে থাকলে সুইসাইডাল চিন্তাভাবনা থেকে নিজেকে দূরে রাখা যায় কিভাবে?,Psychiatrist
